id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
6545,2019-09-01,,Month-to-month,No,Credit card (automatic),20.05,95.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6546,2015-01-01,,Month-to-month,Yes,Electronic check,106.2,6375.2,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
6547,2014-04-01,,Two year,Yes,Credit card (automatic),116.55,8152.3,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6548,2018-11-01,,Month-to-month,Yes,Electronic check,99.7,1566.75,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
6549,2019-06-01,,Two year,No,Mailed check,19.7,130.25,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6550,2019-06-01,,Two year,No,Mailed check,19.5,162.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6551,2019-10-01,,Month-to-month,Yes,Mailed check,29.15,110.05,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,0
6552,2017-04-01,,One year,No,Mailed check,55.0,1885.15,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No,0
6553,2014-06-01,,Two year,Yes,Credit card (automatic),90.8,6302.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6554,2016-05-01,,One year,No,Bank transfer (automatic),51.0,2264.5,DSL,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,No,0
6555,2019-05-01,,Month-to-month,Yes,Electronic check,90.1,816.8,Fiber optic,No,No,Yes,No,Yes,No,Female,1,No,No,Yes,0
6556,2018-04-01,,Month-to-month,Yes,Mailed check,59.05,1253.5,DSL,Yes,No,No,Yes,No,No,Female,0,No,No,Yes,0
6557,2019-12-01,,Month-to-month,No,Mailed check,20.3,41.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6558,2014-04-01,,Two year,No,Bank transfer (automatic),72.95,5265.55,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
6559,2019-04-01,,One year,No,Credit card (automatic),73.55,693.3,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,No,Yes,Yes,0
6560,2014-02-01,,Two year,No,Credit card (automatic),84.3,5997.1,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
6561,2016-01-01,,One year,No,Credit card (automatic),78.0,3824.2,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
6562,2015-08-01,,One year,No,Mailed check,72.1,3886.05,DSL,No,Yes,No,Yes,Yes,No,Female,1,No,No,Yes,0
6563,2014-03-01,,Two year,Yes,Credit card (automatic),106.75,7283.25,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
6564,2018-04-01,,One year,Yes,Mailed check,19.25,412.55,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6565,2015-12-01,,Two year,No,Credit card (automatic),20.55,1070.25,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6566,2016-07-01,,One year,No,Mailed check,20.0,817.95,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6567,2016-05-01,,Two year,Yes,Credit card (automatic),24.65,1171.3,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
6568,2014-10-01,,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,0
6569,2018-03-01,,Two year,No,Mailed check,23.85,625.65,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,0
6570,2014-06-01,,Two year,No,Credit card (automatic),25.8,1911.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
6571,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,70.85,70.85,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
6572,2019-09-01,2019-11-01,Month-to-month,Yes,Credit card (automatic),69.8,134.7,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,1
6573,2017-12-01,,One year,No,Credit card (automatic),59.45,1507.0,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,No,0
6574,2015-05-01,2019-12-01,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,1
6575,2018-12-01,,Month-to-month,Yes,Electronic check,20.05,299.3,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6576,2014-03-01,,Two year,Yes,Electronic check,82.55,5832.65,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,No,0
6577,2014-10-01,,One year,No,Electronic check,81.25,5567.55,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,Yes,0
6578,2019-03-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),70.75,450.8,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,No,1
6579,2015-05-01,,Two year,Yes,Credit card (automatic),74.3,4166.35,DSL,Yes,Yes,Yes,Yes,Yes,No,Female,0,No,No,No,0
6580,2018-10-01,2019-11-01,Month-to-month,No,Electronic check,94.1,1215.6,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,No,Yes,1
6581,2019-10-01,2020-01-01,Month-to-month,No,Credit card (automatic),29.7,91.7,DSL,Yes,No,No,No,No,No,Female,0,Yes,Yes,No,1
6582,2014-02-01,,Two year,No,Credit card (automatic),109.7,7898.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes,0
6583,2016-10-01,,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,0
6584,2018-12-01,,Month-to-month,Yes,Credit card (automatic),66.6,979.5,DSL,No,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,0
6585,2019-12-01,,Month-to-month,Yes,Electronic check,44.5,90.05,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6586,2014-06-01,2019-12-01,One year,No,Credit card (automatic),110.9,7432.05,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,1,No,No,Yes,1
6587,2016-09-01,2019-11-01,Month-to-month,Yes,Electronic check,105.0,4026.4,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,1
6588,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,25.3,25.3,DSL,No,No,No,No,No,No,Male,0,No,Yes,No,1
6589,2018-02-01,2019-12-01,One year,Yes,Credit card (automatic),55.15,1193.05,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,1
6590,2019-09-01,,Month-to-month,Yes,Mailed check,80.1,398.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No,0
6591,2017-09-01,,One year,No,Bank transfer (automatic),69.05,1958.45,DSL,Yes,No,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
6592,2019-09-01,2019-10-01,Month-to-month,Yes,Mailed check,69.9,69.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
6593,2019-11-01,,Month-to-month,No,Mailed check,20.4,63.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6594,2014-03-01,,Two year,No,Credit card (automatic),19.7,1301.1,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6595,2019-05-01,,Month-to-month,Yes,Electronic check,50.1,484.05,DSL,No,Yes,No,No,No,No,Male,0,No,Yes,No,0
6596,2016-06-01,2020-01-01,Month-to-month,Yes,Electronic check,101.4,4528.0,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes,1
6597,2016-02-01,,One year,Yes,Credit card (automatic),83.45,3887.85,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
6598,2017-12-01,,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,Fiber optic,Yes,Yes,No,No,No,No,Male,0,No,No,Yes,0
6599,2019-05-01,,Month-to-month,No,Bank transfer (automatic),20.15,238.15,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6600,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,80.8,80.8,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,No,1
6601,2016-04-01,,Two year,No,Credit card (automatic),19.4,958.15,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6602,2019-08-01,2019-10-01,Month-to-month,No,Bank transfer (automatic),62.05,118.3,DSL,No,No,No,No,No,Yes,Male,0,No,No,Yes,1
6603,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,76.45,76.45,Fiber optic,No,No,No,No,No,No,Male,1,No,No,Yes,1
6604,2014-10-01,,Two year,Yes,Bank transfer (automatic),60.05,3845.45,DSL,Yes,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
6605,2018-10-01,2019-10-01,Month-to-month,Yes,Electronic check,91.3,1094.5,Fiber optic,No,Yes,No,No,Yes,No,Female,1,No,No,Yes,1
6606,2019-07-01,2020-01-01,Month-to-month,Yes,Electronic check,95.75,573.75,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,No,1
6607,2015-03-01,,One year,No,Mailed check,20.35,1267.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6608,2019-07-01,,One year,Yes,Mailed check,94.05,633.45,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
6609,2014-02-01,,Two year,Yes,Credit card (automatic),84.1,6129.65,DSL,Yes,Yes,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
6610,2018-10-01,,Month-to-month,Yes,Electronic check,78.75,1218.25,Fiber optic,No,No,No,No,No,Yes,Male,1,No,No,No,0
6611,2018-01-01,,Month-to-month,No,Credit card (automatic),55.55,1405.3,DSL,No,No,Yes,No,No,No,Male,0,Yes,No,Yes,0
6612,2017-03-01,2020-01-01,Month-to-month,No,Electronic check,62.65,2274.9,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,1
6613,2019-09-01,2019-10-01,Month-to-month,Yes,Electronic check,74.5,74.5,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,1
6614,2019-02-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),102.1,1068.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
6615,2018-02-01,,One year,No,Mailed check,20.1,533.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,0
6616,2019-04-01,,One year,No,Electronic check,70.3,676.15,DSL,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
6617,2014-05-01,,One year,Yes,Credit card (automatic),53.65,3804.4,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,No,No,0
6618,2015-05-01,,Two year,No,Mailed check,20.75,1118.8,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6619,2015-12-01,,One year,Yes,Bank transfer (automatic),103.4,5236.4,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
6620,2017-10-01,,One year,No,Mailed check,50.8,1386.8,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,No,0
6621,2018-09-01,2020-01-01,Month-to-month,Yes,Electronic check,50.15,762.25,DSL,Yes,No,No,No,No,No,Female,0,No,No,No,1
6622,2018-01-01,,Month-to-month,Yes,Mailed check,79.0,1902.0,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,0
6623,2019-11-01,,Month-to-month,Yes,Bank transfer (automatic),74.6,239.05,Fiber optic,No,Yes,No,No,No,No,Female,1,Yes,No,No,0
6624,2015-01-01,,One year,Yes,Bank transfer (automatic),96.5,5673.7,Fiber optic,No,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,0
6625,2019-12-01,,Month-to-month,No,Mailed check,20.1,39.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6626,2015-11-01,,One year,No,Mailed check,19.4,997.75,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6627,2014-03-01,,Two year,No,Credit card (automatic),77.55,5574.35,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No,0
6628,2018-06-01,,Month-to-month,No,Mailed check,20.05,406.05,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6629,2019-08-01,,Month-to-month,No,Credit card (automatic),19.85,138.85,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6630,2019-08-01,,Month-to-month,No,Mailed check,20.2,123.65,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6631,2017-09-01,,Month-to-month,No,Mailed check,67.45,1801.1,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,Yes,0
6632,2017-02-01,,Two year,Yes,Credit card (automatic),18.55,689.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6633,2017-10-01,,Month-to-month,Yes,Mailed check,29.75,790.7,DSL,No,No,Yes,No,No,No,Female,0,No,No,No,0
6634,2019-03-01,2019-10-01,Month-to-month,Yes,Electronic check,86.5,582.5,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,1
6635,2014-11-01,,Two year,No,Mailed check,24.2,1618.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,0
6636,2016-02-01,,Two year,No,Mailed check,23.55,1173.35,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,0
6637,2016-01-01,,One year,No,Bank transfer (automatic),20.45,900.9,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6638,2017-07-01,2019-10-01,Month-to-month,Yes,Electronic check,81.45,2122.05,Fiber optic,No,Yes,No,No,No,No,Male,1,No,No,Yes,1
6639,2014-02-01,,Two year,No,Credit card (automatic),92.3,6719.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6640,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,69.15,69.15,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,1
6641,2014-02-01,,Two year,No,Credit card (automatic),53.65,3784.0,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6642,2016-03-01,,One year,No,Credit card (automatic),39.65,1798.65,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
6643,2020-01-01,,Month-to-month,Yes,Electronic check,54.65,54.65,DSL,No,No,No,No,Yes,No,Female,0,No,No,No,0
6644,2017-02-01,,One year,Yes,Bank transfer (automatic),104.8,3886.45,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
6645,2016-07-01,,Month-to-month,No,Credit card (automatic),29.3,1224.05,DSL,No,Yes,No,No,No,No,Male,0,Yes,Yes,No,0
6646,2017-11-01,,Month-to-month,No,Electronic check,83.85,2310.2,DSL,No,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
6647,2019-03-01,2019-12-01,Month-to-month,Yes,Electronic check,79.55,723.4,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,No,1
6648,2016-12-01,,Month-to-month,Yes,Electronic check,103.65,3988.5,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,Yes,0
6649,2017-03-01,,Month-to-month,Yes,Electronic check,99.05,3554.6,Fiber optic,Yes,No,No,No,Yes,Yes,Female,1,No,No,Yes,0
6650,2020-02-01,,Two year,No,Mailed check,73.35,2291.023009417808,DSL,No,Yes,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,0
6651,2015-03-01,,Two year,Yes,Mailed check,100.05,6034.85,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,No,0
6652,2017-11-01,,Two year,No,Credit card (automatic),20.35,531.6,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6653,2019-12-01,,Month-to-month,No,Electronic check,43.95,85.1,DSL,No,No,No,No,No,No,Female,1,No,No,No,0
6654,2019-07-01,,Month-to-month,No,Mailed check,23.5,173.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
6655,2017-02-01,,One year,Yes,Mailed check,70.7,2511.95,DSL,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,0
6656,2016-09-01,,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes,0
6657,2019-01-01,,Month-to-month,No,Electronic check,29.15,357.15,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,0
6658,2018-07-01,,Two year,No,Credit card (automatic),20.85,467.5,Fiber optic,No,No,No,No,No,No,Male,0,No,Yes,No,0
6659,2015-02-01,,Two year,No,Bank transfer (automatic),37.7,2288.7,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,No,0
6660,2015-12-01,2019-12-01,Two year,Yes,Mailed check,95.5,4627.85,Fiber optic,No,Yes,Yes,Yes,Yes,No,Female,0,No,Yes,No,1
6661,2019-08-01,2019-11-01,Month-to-month,No,Electronic check,91.05,289.1,Fiber optic,No,No,Yes,No,Yes,No,Male,1,No,No,Yes,1
6662,2014-05-01,,Two year,Yes,Mailed check,92.45,6460.55,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,No,Yes,0
6663,2016-07-01,,One year,No,Electronic check,44.15,1931.3,DSL,No,No,Yes,Yes,No,Yes,Male,0,No,No,No,0
6664,2019-03-01,,One year,Yes,Mailed check,36.05,402.6,DSL,Yes,No,No,Yes,No,No,Female,0,No,Yes,No,0
6665,2016-05-01,,Month-to-month,Yes,Credit card (automatic),50.25,2221.55,DSL,No,No,Yes,No,No,No,Female,0,Yes,No,No,0
6666,2014-02-01,,Two year,Yes,Credit card (automatic),109.75,7758.9,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6667,2019-09-01,2019-11-01,Month-to-month,No,Electronic check,79.2,172.85,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,No,Yes,1
6668,2019-02-01,,Two year,No,Bank transfer (automatic),20.3,224.5,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,No,0
6669,2014-07-01,,One year,Yes,Credit card (automatic),112.35,7388.45,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6670,2017-01-01,,Two year,No,Mailed check,94.3,3460.95,Fiber optic,No,No,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
6671,2016-11-01,,One year,No,Bank transfer (automatic),41.15,1700.9,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,No,No,0
6672,2016-09-01,,Month-to-month,Yes,Bank transfer (automatic),74.65,3090.65,DSL,Yes,No,Yes,Yes,No,Yes,Female,0,No,No,Yes,0
6673,2018-01-01,,Month-to-month,Yes,Electronic check,48.25,1293.8,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,0
6674,2019-06-01,,Two year,Yes,Credit card (automatic),76.15,645.8,DSL,Yes,Yes,No,Yes,No,Yes,Male,0,Yes,Yes,Yes,0
6675,2014-03-01,,Two year,No,Mailed check,71.1,5224.95,DSL,Yes,Yes,Yes,Yes,No,No,Female,0,Yes,Yes,Yes,0
6676,2019-09-01,,Month-to-month,No,Electronic check,96.55,500.1,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,0
6677,2017-08-01,,One year,Yes,Credit card (automatic),79.3,2427.1,DSL,Yes,No,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
6678,2016-10-01,,One year,Yes,Credit card (automatic),89.6,3488.15,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,No,0
6679,2015-08-01,,Two year,Yes,Mailed check,20.5,1035.7,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6680,2014-02-01,,Two year,Yes,Bank transfer (automatic),106.3,7565.35,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,0
6681,2017-10-01,,One year,No,Bank transfer (automatic),100.35,2799.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
6682,2018-08-01,,Month-to-month,Yes,Electronic check,85.6,1601.5,Fiber optic,No,No,No,Yes,No,Yes,Male,0,Yes,Yes,No,0
6683,2019-08-01,2019-10-01,Month-to-month,Yes,Electronic check,45.25,85.5,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,No,1
6684,2015-03-01,,One year,Yes,Electronic check,106.15,6256.2,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
6685,2018-04-01,,Month-to-month,Yes,Electronic check,51.1,1232.9,DSL,No,No,No,Yes,No,No,Male,0,Yes,Yes,No,0
6686,2014-02-01,,Two year,Yes,Credit card (automatic),25.7,1937.4,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes,0
6687,2018-08-01,2019-10-01,Month-to-month,Yes,Electronic check,74.3,1096.25,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
6688,2015-12-01,,One year,No,Electronic check,99.4,5059.75,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
6689,2016-02-01,,One year,No,Bank transfer (automatic),69.7,3023.65,DSL,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,No,0
6690,2016-01-01,,Month-to-month,Yes,Electronic check,98.35,4889.2,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
6691,2017-10-01,,Month-to-month,No,Electronic check,85.45,2289.9,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,No,0
6692,2014-06-01,,Month-to-month,Yes,Electronic check,95.9,6503.2,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,No,No,Yes,0
6693,2019-01-01,,Month-to-month,No,Electronic check,100.75,1313.25,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes,0
6694,2019-03-01,,Month-to-month,Yes,Electronic check,89.2,990.3,Fiber optic,No,No,Yes,No,Yes,No,Female,0,No,No,Yes,0
6695,2019-09-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),74.1,228.0,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,1
6696,2015-03-01,2019-12-01,Month-to-month,No,Electronic check,100.6,5746.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes,1
6697,2019-10-01,2020-01-01,Month-to-month,No,Mailed check,75.0,209.1,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,1
6698,2014-02-01,,Two year,No,Credit card (automatic),25.75,1864.2,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,0
6699,2014-04-01,,Two year,Yes,Electronic check,84.1,5979.7,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
6700,2016-01-01,,Two year,No,Bank transfer (automatic),79.3,3902.45,DSL,No,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
6701,2014-07-01,,One year,Yes,Credit card (automatic),107.05,7142.5,Fiber optic,Yes,No,Yes,No,Yes,Yes,Female,1,Yes,No,Yes,0
6702,2016-04-01,,Two year,No,Bank transfer (automatic),20.05,902.0,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6703,2014-06-01,2019-10-01,Two year,Yes,Credit card (automatic),70.2,4481.0,DSL,Yes,Yes,No,Yes,Yes,No,Female,1,No,No,No,1
6704,2017-01-01,,Month-to-month,No,Bank transfer (automatic),19.5,805.2,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,No,0
6705,2019-11-01,2020-01-01,Month-to-month,No,Electronic check,70.75,154.85,Fiber optic,No,No,No,No,No,No,Female,1,No,No,No,1
6706,2019-01-01,,Month-to-month,No,Electronic check,45.3,528.45,DSL,No,No,No,No,Yes,Yes,Female,1,Yes,No,No,0
6707,2014-02-01,,Two year,No,Electronic check,115.15,8349.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6708,2014-06-01,,Two year,Yes,Bank transfer (automatic),72.95,4953.25,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
6709,2018-11-01,,One year,No,Mailed check,19.65,332.65,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6710,2018-02-01,,Two year,Yes,Bank transfer (automatic),19.55,470.2,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
6711,2018-02-01,,Month-to-month,Yes,Electronic check,89.55,2259.35,Fiber optic,No,No,No,Yes,No,Yes,Female,0,No,No,Yes,0
6712,2017-11-01,,Month-to-month,No,Mailed check,50.35,1411.35,DSL,Yes,No,No,No,No,No,Male,0,No,No,No,0
6713,2019-01-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),50.25,593.75,DSL,No,No,No,Yes,No,No,Male,0,No,No,No,1
6714,2014-03-01,,Two year,No,Credit card (automatic),87.25,6328.7,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,No,0
6715,2014-07-01,,Two year,Yes,Mailed check,20.8,1411.9,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,0
6716,2014-11-01,,Two year,Yes,Bank transfer (automatic),109.25,6841.4,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
6717,2020-01-01,,Month-to-month,No,Mailed check,20.35,20.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
6718,2019-10-01,,Month-to-month,Yes,Electronic check,55.9,238.5,DSL,No,No,No,No,No,Yes,Male,0,No,No,No,0
6719,2016-09-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),79.2,3233.85,Fiber optic,Yes,Yes,No,No,No,No,Female,1,No,No,No,1
6720,2018-12-01,2019-12-01,Month-to-month,Yes,Electronic check,96.0,1062.1,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,1
6721,2015-10-01,,Two year,No,Electronic check,79.2,4016.3,DSL,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No,0
6722,2019-04-01,,Month-to-month,Yes,Electronic check,24.0,226.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,0
6723,2014-06-01,,One year,No,Bank transfer (automatic),101.35,7110.75,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,0
6724,2015-06-01,2019-12-01,Month-to-month,Yes,Electronic check,100.1,5440.9,Fiber optic,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,1
6725,2019-06-01,2019-10-01,Month-to-month,No,Mailed check,56.5,235.1,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,Yes,No,1
6726,2015-10-01,,One year,No,Mailed check,35.45,1958.95,DSL,Yes,No,Yes,No,No,No,Female,0,Yes,No,No,0
6727,2019-11-01,2019-12-01,Month-to-month,Yes,Electronic check,85.0,85.0,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No,1
6728,2014-04-01,,One year,No,Bank transfer (automatic),79.4,5528.9,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,0
6729,2016-07-01,,One year,Yes,Credit card (automatic),35.2,1463.7,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No,0
6730,2015-10-01,,Two year,No,Mailed check,19.65,1025.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
